Symbol,Price~,Exp Date,Type,Strike,Moneyness,Bid,Ask,Volume,Open Int,IV,Delta,ITM Prob,OTM Prob,Time
TSLA,275.14,3/28/2025,Put,240,-12.77%,0.61,0.63,67989,9841,90.41%,-0.053707,7.44%,92.56%,15:55 ET
TSLA,275.14,3/28/2025,Put,237.5,-13.68%,0.53,0.55,8833,3890,92.45%,-0.046018,6.42%,93.58%,15:55 ET
TSLA,275.14,3/28/2025,Put,235,-14.59%,0.47,0.48,17993,9475,95.15%,-0.040422,5.67%,94.33%,15:55 ET
TSLA,275.14,3/28/2025,Put,232.5,-15.50%,0.41,0.43,8079,5075,97.97%,-0.035711,5.03%,94.97%,15:55 ET
TSLA,275.14,3/28/2025,Put,230,-16.41%,0.37,0.38,23487,14661,100.98%,-0.031843,4.50%,95.50%,15:55 ET
TSLA,275.14,3/28/2025,Put,227.5,-17.31%,0.33,0.35,3000,4628,103.76%,-0.028185,4.00%,96.00%,15:53 ET
TSLA,275.14,3/28/2025,Put,225,-18.22%,0.3,0.31,9122,8429,106.86%,-0.025301,3.61%,96.39%,15:55 ET
TSLA,275.14,3/28/2025,Put,222.5,-19.13%,0.27,0.29,4509,3049,109.76%,-0.022569,3.23%,96.77%,15:53 ET
TSLA,275.14,3/28/2025,Put,220,-20.04%,0.25,0.26,12745,14153,113.14%,-0.020556,2.95%,97.05%,15:55 ET
TSLA,275.14,3/28/2025,Put,217.5,-20.95%,0.22,0.24,1789,2009,115.63%,-0.018072,2.61%,97.39%,15:54 ET
TSLA,275.14,3/28/2025,Put,215,-21.86%,0.2,0.22,5946,5993,119.51%,-0.016849,2.43%,97.57%,15:54 ET
TSLA,275.14,3/28/2025,Put,212.5,-22.77%,0.18,0.2,2194,1008,122.47%,-0.01513,2.20%,97.80%,15:55 ET
TSLA,275.14,3/28/2025,Put,210,-23.68%,0.18,0.19,4713,9896,125.24%,-0.013488,1.97%,98.03%,15:54 ET
TSLA,275.14,3/28/2025,Put,207.5,-24.58%,0.16,0.17,1273,1052,128.87%,-0.012477,1.82%,98.18%,15:55 ET
TSLA,275.14,3/28/2025,Put,205,-25.49%,0.15,0.16,9283,4981,132.43%,-0.011519,1.69%,98.31%,15:54 ET
TSLA,275.14,3/28/2025,Put,202.5,-26.40%,0.13,0.15,3111,1768,135.93%,-0.010607,1.56%,98.44%,15:51 ET
TSLA,275.14,3/28/2025,Put,200,-27.31%,0.14,0.15,12947,19955,139.35%,-0.009738,1.44%,98.56%,15:55 ET
TSLA,275.14,3/28/2025,Put,197.5,-28.22%,0.13,0.14,983,1204,142.68%,-0.008909,1.32%,98.68%,15:55 ET
TSLA,275.14,3/28/2025,Put,195,-29.13%,0.1,0.13,2990,4368,145.90%,-0.008114,1.21%,98.79%,15:53 ET
TSLA,275.14,3/28/2025,Put,192.5,-30.04%,0.05,0.12,1918,680,149.01%,-0.007352,1.10%,98.90%,15:51 ET
TSLA,275.14,3/28/2025,Put,190,-30.94%,0.08,0.11,3545,4292,151.96%,-0.006619,1.00%,99.00%,15:54 ET
TSLA,275.14,3/28/2025,Put,187.5,-31.85%,0.01,0.13,564,602,158.56%,-0.00693,1.04%,98.96%,15:54 ET
TSLA,275.14,3/28/2025,Put,185,-32.76%,0.08,0.11,5166,6392,161.53%,-0.006245,0.95%,99.05%,15:55 ET
TSLA,275.14,3/28/2025,Put,182.5,-33.67%,0.05,0.09,1136,853,162.08%,-0.005082,0.78%,99.22%,15:47 ET
TSLA,275.14,3/28/2025,Put,180,-34.58%,0.06,0.13,11950,12159,169.20%,-0.005428,0.83%,99.17%,15:54 ET
TSLA,275.14,3/28/2025,Put,177.5,-35.49%,0.04,0.07,2227,633,166.34%,-0.003812,0.59%,99.41%,15:53 ET
TSLA,275.14,3/28/2025,Put,175,-36.40%,0.06,0.09,2955,3799,171.14%,-0.003709,0.58%,99.42%,15:54 ET
TSLA,275.14,3/28/2025,Put,172.5,-37.30%,0.01,0.06,1454,1432,176.01%,-0.00361,0.56%,99.44%,15:53 ET
TSLA,275.14,3/28/2025,Put,170,-38.21%,0.03,0.06,4663,7878,177.47%,-0.00303,0.48%,99.52%,15:54 ET
TSLA,275.14,3/28/2025,Put,167.5,-39.12%,0.05,0.2,531,1690,182.38%,-0.002951,0.47%,99.53%,15:54 ET
TSLA,275.14,3/28/2025,Put,165,-40.03%,0.03,0.05,1204,3429,183.14%,-0.002394,0.38%,99.62%,15:48 ET
TSLA,275.14,3/28/2025,Put,162.5,-40.94%,0.02,0.05,748,2177,188.09%,-0.002333,0.37%,99.63%,15:51 ET
TSLA,275.14,3/28/2025,Put,160,-41.85%,0.02,0.05,1511,5352,193.12%,-0.002274,0.37%,99.63%,15:45 ET
TSLA,275.14,3/28/2025,Put,157.5,-42.76%,0.03,0.05,2124,1782,198.22%,-0.002217,0.36%,99.64%,15:46 ET
TSLA,275.14,3/28/2025,Put,155,-43.67%,0.02,0.06,927,4205,203.40%,-0.002161,0.35%,99.65%,15:49 ET
TSLA,275.14,3/28/2025,Put,150,-45.48%,0.02,0.05,3027,20655,208.14%,-0.001621,0.27%,99.73%,15:52 ET
TSLA,275.14,3/28/2025,Put,140,-49.12%,0.02,0.03,4586,17933,221.55%,-0.001047,0.18%,99.82%,15:53 ET
TSLA,275.14,3/28/2025,Put,130,-52.75%,0.01,0.02,2552,17228,244.07%,-0.000951,0.17%,99.83%,15:46 ET
TSLA,275.14,3/28/2025,Put,120,-56.39%,0,0.02,2309,5555,253.39%,-0.00048,0.09%,99.91%,15:33 ET
TSLA,275.14,3/28/2025,Put,110,-60.02%,0,0.01,3412,9697,278.43%,-0.000437,0.08%,99.92%,15:52 ET
TSLA,275.14,3/28/2025,Put,100,-63.65%,0,0.01,15972,51997,305.87%,-0.000397,0.08%,99.92%,15:43 ET
TSLA,275.14,12/19/2025,Put,50,-81.83%,0.95,1.02,591,3354,104.73%,-0.008478,2.92%,97.08%,15:50 ET
TSLA,275.14,5/2/2025,Put,200,-27.31%,3.2,3.35,1236,7095,82.52%,-0.084855,11.85%,88.15%,15:55 ET
TSLA,275.14,5/2/2025,Put,180,-34.58%,1.85,2.03,2570,1379,89.81%,-0.050128,7.42%,92.58%,15:55 ET
TSLA,275.14,4/11/2025,Put,250,-9.14%,6.25,6.4,2249,957,72.55%,-0.225399,27.60%,72.40%,15:55 ET
TSLA,275.14,4/11/2025,Put,245,-10.95%,5.15,5.3,696,746,73.61%,-0.192341,23.89%,76.11%,15:53 ET
TSLA,275.14,4/11/2025,Put,240,-12.77%,4.25,4.35,1105,1905,74.79%,-0.162952,20.53%,79.47%,15:51 ET
TSLA,275.14,4/11/2025,Put,235,-14.59%,3.5,3.6,1478,1436,76.62%,-0.138571,17.70%,82.30%,15:55 ET
TSLA,275.14,4/11/2025,Put,230,-16.41%,2.91,2.98,1764,3691,77.98%,-0.116031,15.04%,84.96%,15:55 ET
TSLA,275.14,4/11/2025,Put,225,-18.22%,2.42,2.48,980,1568,79.88%,-0.097706,12.84%,87.16%,15:55 ET
TSLA,275.14,4/11/2025,Put,220,-20.04%,2.02,2.05,2507,2112,82.00%,-0.082351,10.97%,89.03%,15:55 ET
TSLA,275.14,4/11/2025,Put,215,-21.86%,1.7,1.75,3724,4886,84.30%,-0.069518,9.38%,90.62%,15:49 ET
TSLA,275.14,4/11/2025,Put,210,-23.68%,1.44,1.49,896,5273,86.91%,-0.059072,8.08%,91.92%,15:55 ET
TSLA,275.14,4/11/2025,Put,205,-25.49%,1.24,1.3,1011,730,90.29%,-0.051376,7.11%,92.89%,15:54 ET
TSLA,275.14,4/11/2025,Put,200,-27.31%,1.1,1.13,3157,9661,93.00%,-0.043665,6.12%,93.88%,15:55 ET
TSLA,275.14,4/11/2025,Put,195,-29.13%,0.94,0.99,1253,3778,96.39%,-0.037933,5.39%,94.61%,15:55 ET
TSLA,275.14,4/11/2025,Put,190,-30.94%,0.82,0.88,1061,11944,99.69%,-0.032821,4.72%,95.28%,15:55 ET
TSLA,275.14,4/11/2025,Put,180,-34.58%,0.66,0.7,509,2507,107.20%,-0.025285,3.73%,96.27%,15:27 ET
TSLA,275.14,4/11/2025,Put,160,-41.85%,0.42,0.46,817,967,122.73%,-0.014925,2.34%,97.66%,15:32 ET
TSLA,275.14,4/11/2025,Put,130,-52.75%,0.2,0.24,1017,1195,149.42%,-0.006876,1.19%,98.81%,15:53 ET
TSLA,275.14,4/11/2025,Put,120,-56.39%,0.01,0.18,696,602,157.81%,-0.004952,0.89%,99.11%,15:49 ET
TSLA,275.14,4/11/2025,Put,100,-63.65%,0.05,0.22,2286,2899,180.41%,-0.002907,0.58%,99.42%,15:54 ET
TSLA,275.14,4/25/2025,Put,215,-21.86%,3.9,4.05,503,1071,80.40%,-0.112183,15.01%,84.99%,15:55 ET
TSLA,275.14,4/25/2025,Put,200,-27.31%,2.5,2.6,2481,3878,85.02%,-0.073562,10.26%,89.74%,15:55 ET
TSLA,275.14,4/25/2025,Put,195,-29.13%,2.15,2.27,1429,830,87.37%,-0.06482,9.16%,90.84%,15:53 ET
TSLA,275.14,4/25/2025,Put,190,-30.94%,1.9,1.99,1459,9723,89.20%,-0.05613,8.05%,91.95%,15:51 ET
TSLA,275.14,4/25/2025,Put,180,-34.58%,1.45,1.55,1067,11981,94.03%,-0.04319,6.37%,93.63%,15:55 ET
TSLA,275.14,4/25/2025,Put,150,-45.48%,0.75,0.83,772,2528,112.85%,-0.021409,3.47%,96.53%,15:52 ET
TSLA,275.14,4/4/2025,Put,275,-0.05%,12.65,12.75,4415,604,74.80%,-0.436353,49.84%,50.16%,15:55 ET
TSLA,275.14,4/4/2025,Put,280,1.77%,15.05,15.15,2078,689,74.14%,-0.491966,55.41%,44.59%,15:55 ET
TSLA,275.14,4/4/2025,Put,270,-1.87%,10.4,10.5,6579,907,75.32%,-0.381866,44.27%,55.73%,15:55 ET
TSLA,275.14,4/4/2025,Put,265,-3.69%,8.55,8.7,4165,700,76.59%,-0.330481,38.88%,61.12%,15:55 ET
TSLA,275.14,4/4/2025,Put,260,-5.50%,6.9,7,5914,2231,77.29%,-0.281635,33.66%,66.34%,15:55 ET
TSLA,275.14,4/4/2025,Put,255,-7.32%,5.6,5.7,3872,867,78.38%,-0.237426,28.82%,71.18%,15:55 ET
TSLA,275.14,4/4/2025,Put,250,-9.14%,4.5,4.55,10473,2242,79.60%,-0.197876,24.40%,75.60%,15:55 ET
TSLA,275.14,4/4/2025,Put,247.5,-10.05%,4,4.15,2118,503,80.41%,-0.180339,22.41%,77.59%,15:55 ET
TSLA,275.14,4/4/2025,Put,245,-10.95%,3.55,3.65,4958,1666,80.93%,-0.163186,20.44%,79.56%,15:54 ET
TSLA,275.14,4/4/2025,Put,240,-12.77%,2.9,2.92,4834,2192,82.98%,-0.13481,17.14%,82.86%,15:55 ET
TSLA,275.14,4/4/2025,Put,237.5,-13.68%,2.58,2.61,1593,808,83.84%,-0.121797,15.61%,84.39%,15:47 ET
TSLA,275.14,4/4/2025,Put,235,-14.59%,2.31,2.34,2388,3503,84.87%,-0.110191,14.22%,85.78%,15:55 ET
TSLA,275.14,4/4/2025,Put,232.5,-15.50%,2.09,2.13,1159,806,86.13%,-0.100055,13.01%,86.99%,15:55 ET
TSLA,275.14,4/4/2025,Put,230,-16.41%,1.88,1.91,7986,13961,87.46%,-0.090883,11.89%,88.11%,15:55 ET
TSLA,275.14,4/4/2025,Put,227.5,-17.31%,1.69,1.72,910,621,88.61%,-0.082102,10.82%,89.18%,15:54 ET
TSLA,275.14,4/4/2025,Put,225,-18.22%,1.53,1.56,5000,5217,90.22%,-0.075003,9.95%,90.05%,15:55 ET
TSLA,275.14,4/4/2025,Put,220,-20.04%,1.26,1.29,10375,29368,92.94%,-0.06161,8.28%,91.72%,15:55 ET
TSLA,275.14,4/4/2025,Put,217.5,-20.95%,1.15,1.18,569,694,94.54%,-0.056187,7.60%,92.40%,15:54 ET
TSLA,275.14,4/4/2025,Put,215,-21.86%,1.05,1.08,1749,2982,96.16%,-0.051248,6.98%,93.02%,15:54 ET
TSLA,275.14,4/4/2025,Put,210,-23.68%,0.9,0.93,3105,5042,100.11%,-0.04357,6.00%,94.00%,15:55 ET
TSLA,275.14,4/4/2025,Put,205,-25.49%,0.76,0.8,1121,1897,104.19%,-0.037223,5.19%,94.81%,15:54 ET
TSLA,275.14,4/4/2025,Put,200,-27.31%,0.67,0.69,5942,18921,107.52%,-0.030988,4.37%,95.63%,15:55 ET
TSLA,275.14,4/4/2025,Put,195,-29.13%,0.57,0.6,1408,2607,111.89%,-0.026717,3.82%,96.18%,15:55 ET
TSLA,275.14,4/4/2025,Put,190,-30.94%,0.5,0.53,1271,3863,116.30%,-0.02306,3.33%,96.67%,15:55 ET
TSLA,275.14,4/4/2025,Put,185,-32.76%,0.42,0.46,1541,2115,120.39%,-0.019648,2.88%,97.12%,15:54 ET
TSLA,275.14,4/4/2025,Put,180,-34.58%,0.37,0.41,1760,8925,125.06%,-0.017074,2.53%,97.47%,15:48 ET
TSLA,275.14,4/4/2025,Put,170,-38.21%,0.28,0.32,4146,1747,134.82%,-0.013027,1.98%,98.02%,15:50 ET
TSLA,275.14,4/4/2025,Put,160,-41.85%,0.23,0.26,800,4225,144.44%,-0.009771,1.53%,98.47%,15:41 ET
TSLA,275.14,4/4/2025,Put,150,-45.48%,0.19,0.2,3204,3181,153.93%,-0.007172,1.16%,98.84%,15:54 ET
TSLA,275.14,4/4/2025,Put,140,-49.12%,0.13,0.16,1591,3013,164.68%,-0.005418,0.91%,99.09%,15:50 ET
TSLA,275.14,4/4/2025,Put,130,-52.75%,0.1,0.12,9505,8185,176.34%,-0.004133,0.72%,99.28%,15:52 ET
TSLA,275.14,4/4/2025,Put,120,-56.39%,0.06,0.09,2546,2934,185.09%,-0.002718,0.49%,99.51%,15:48 ET
TSLA,275.14,4/4/2025,Put,110,-60.02%,0.03,0.05,2246,2877,189.43%,-0.001403,0.27%,99.73%,15:53 ET
TSLA,275.14,4/4/2025,Put,100,-63.65%,0.02,0.03,42076,5751,195.35%,-0.000715,0.14%,99.86%,15:38 ET
TSLA,275.14,7/18/2025,Put,200,-27.31%,9.05,9.2,647,3825,68.24%,-0.139863,20.35%,79.65%,15:53 ET
TSLA,275.14,7/18/2025,Put,150,-45.48%,3.15,3.25,517,2058,79.29%,-0.051256,8.74%,91.26%,15:53 ET
TSLA,275.14,8/15/2025,Put,155,-43.67%,4.65,4.8,622,1551,75.73%,-0.066881,11.38%,88.62%,15:49 ET
TSLA,275.14,8/15/2025,Put,150,-45.48%,4.2,4.35,5259,3612,77.05%,-0.060605,10.50%,89.50%,14:46 ET
TSLA,275.14,8/15/2025,Put,100,-63.65%,1.59,1.67,528,4214,95.45%,-0.021071,4.57%,95.43%,14:26 ET
TSLA,275.14,6/17/2027,Put,100,-63.65%,10.75,10.9,968,4444,68.49%,-0.056654,16.14%,83.86%,15:47 ET
